year,month,day,doy,tmin,tmax,wind,rain
2003,1,1,1,23.008537907395517,33.583142044923136,0.373255935729591,0.0
2003,1,2,2,23.133100816069057,32.82380170600607,0.7544479910780347,0.0
2003,1,3,3,22.93355335237449,31.373360839415813,0.35635020222611363,44.59983323160945
2003,1,4,4,22.163595234231984,33.2629116313085,0.5023597773095778,20.724205862849818
2003,1,5,5,24.05374424109766,32.886824230903756,0.5011008772933819,0.0
2003,1,6,6,23.39636899832408,33.384091632637194,0.5947699620421809,0.43442063081441734
2003,1,7,7,23.298932998921803,29.16435378793429,0.789074696839583,2.7771294241005764
2003,1,8,8,23.017847176400018,33.322754055886115,0.4945543231248489,3.0618402529346715
2003,1,9,9,24.10897767054474,33.993075671872305,0.6212020085882732,5.256173960149843
2003,1,10,10,23.589279812354448,33.98331387874825,0.3041694387783477,39.40715128334614
2003,1,11,11,22.69131871954556,30.872101916304253,0.34666169055765617,1.2210663617788666
2003,1,12,12,23.07417851739828,31.65813190641715,0.3335624529039127,4.526203605343251
2003,1,13,13,23.05258787468169,31.80006266622634,0.26773477920176075,0.8673263412412187
2003,1,14,14,22.18120299078575,31.922077076025435,0.3509141370249684,0.0
2003,1,15,15,23.986031594124363,31.39113651116855,0.18303051553586386,0.0
2003,1,16,16,23.905806485796447,31.68575946687092,0.2432421590561703,6.491580227042644
2003,1,17,17,22.9342659706898,32.610157101438915,0.23471425857113648,0.0
2003,1,18,18,22.57515619213952,32.72056587280626,0.3486174136588765,0.0
2003,1,19,19,22.290622130365747,31.84374768079937,0.657212524380284,0.0
2003,1,20,20,22.98754855542065,33.903246156698415,0.6517097043434914,0.04295537542027348
2003,1,21,21,23.16915065031545,32.57867238653612,0.37652871839943464,0.0
2003,1,22,22,22.8205456896347,31.95246151301886,0.44534052318392264,4.315107245187884
2003,1,23,23,22.532921756276867,32.90031422607791,0.3406044174504448,0.0
2003,1,24,24,22.16048422152164,32.55013765094292,0.3614621068977959,0.0
2003,1,25,25,22.01007009048388,34.12321226709319,0.5238482594744205,0.0
2003,1,26,26,22.15596888999206,32.32890521507283,0.48738585680987373,3.461184705224601
